ts,unit,code,description,detail,data
20250206 15:49:10,BMS 2,18,Stop balancing,Cell min voltage: 3341 mV.,0000000000000000000000000000000000000000000d0d
20250206 15:59:23,BMS 1,13,Receive precharge command,Warnings: -. Errors: -. Status: Air switch on. SOC: 99 %. SOH: 100 %. Battery voltage: 213.7 V. Output voltage: 0.0 V. Output current: 0.0 A. Cell max voltage: 3345 mV. Cell min voltage: 3336 mV. Cell max temp: 23 °C. Cell min temp: 22 °C.,0000000000000000106364590800000000110d080d1716
20250206 15:59:23,BMS 1,14,Precharge successful,"Warnings: -. Errors: -. Status: Relay on, Air switch on, Precharge 2 MOS switch on. SOC: 99 %. SOH: 100 %. Battery voltage: 213.7 V. Output voltage: 214.3 V. Output current: 0.0 A. Cell max voltage: 3345 mV. Cell min voltage: 3336 mV. Cell max temp: 23 °C. Cell min temp: 22 °C.",000000000000000038636459085f080000110d080d1716
20250206 15:59:24,BMU,45,Not available,Status: 0. Output voltage: 213.7 V. Battery voltage: 213.6 V. SOC A: 100.0 %. SOC B: 100.0 %.,0000000208590858000003e803e80000000000000000ff
20250206 16:19:49,BMS 1,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 99 %. SOH: 100 %. Battery voltage: 212.4 V. Output voltage: 213.5 V. Output current: 0.9 A. Cell max voltage: 3329 mV. Cell min voltage: 3315 mV. Cell max temp: 23 °C. Cell min temp: 21 °C.",00000000000000001863644c0857080900010df30c1715
20250206 16:20:45,BMS 2,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 99 %. SOH: 100 %. Battery voltage: 212.4 V. Output voltage: 212.7 V. Output current: 0.9 A. Cell max voltage: 3322 mV. Cell min voltage: 3318 mV. Cell max temp: 23 °C. Cell min temp: 21 °C.",00000000000000001863644c084f080900fa0cf60c1715
20250206 16:43:59,BMS 1,18,Stop balancing,Cell min voltage: 3309 mV.,000000000000000000000000000000000000000000ed0c
20250206 17:06:11,BMU,38,SOP info,Max charge current: 50.0 A. Max discharge current: 50.0 A. Max charge voltage: 233.6 V. Max discharge voltage: 160.0 V. Status: Active. Battery temp: 21 °C. Inverter: Fronius HV. BMS quantity: 2.,01f401f4092006400315000203ffffffffffffffffffff
20250206 20:26:35,BMS 1,17,Start balancing,Balancing cells: 48. Cell min voltage: 3294 mV.,000000000000010000000000000000000000000000de0c
20250206 20:56:33,BMS 1,18,Stop balancing,Cell min voltage: 3283 mV.,000000000000000000000000000000000000000000d30c
20250206 20:58:42,BMS 1,17,Start balancing,"Balancing cells: 0,2,5,7,8,10,12,14,16,19,20,22,24,26,28,30,32,35,36,38,40,42,44,47,48,50,52,55,56,58,60,62. Cell min voltage: 3284 mV.",a55559555995955500000000000000000000000000d40c
20250206 21:28:40,BMS 1,18,Stop balancing,Cell min voltage: 3278 mV.,000000000000000000000000000000000000000000ce0c
20250206 21:30:49,BMS 1,17,Start balancing,"Balancing cells: 0,2,5,7,8,10,13,15,16,18,21,23,24,26,28,30,32,35,36,38,40,42,44,46,48,50,52,55,57,59,60,62. Cell min voltage: 3279 mV.",a5a5a5555955955a00000000000000000000000000cf0c
20250206 22:00:48,BMS 1,18,Stop balancing,Cell min voltage: 3276 mV.,000000000000000000000000000000000000000000cc0c
20250206 22:02:57,BMS 1,17,Start balancing,"Balancing cells: 0,3,4,6,8,10,13,15,16,18,20,22,24,27,28,30,32,35,37,41,43,44,46,48,51,52,55,57,59,60,62. Cell min voltage: 3277 mV.",59a55559295a995a00000000000000000000000000cd0c
20250206 22:32:55,BMS 1,18,Stop balancing,Cell min voltage: 3274 mV.,000000000000000000000000000000000000000000ca0c
20250207 03:49:43,BMS 1,7,Stop discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 209.2 V. Output voltage: 209.9 V. Output current: 0.0 A. Cell max voltage: 3272 mV. Cell min voltage: 3257 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",00000000000000001827642c0833080000c80cb90c1413
20250207 03:50:05,BMS 2,7,Stop discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 209.2 V. Output voltage: 208.3 V. Output current: 0.0 A. Cell max voltage: 3272 mV. Cell min voltage: 3267 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",00000000000000001828642c0823080000c80cc30c1413
20250207 09:10:34,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 210.8 V. Output voltage: 211.1 V. Output current: -0.8 A. Cell max voltage: 3295 mV. Cell min voltage: 3289 mV. Cell max temp: 19 °C. Cell min temp: 19 °C.",00000000000000001827643c083f08f8ffdf0cd90c1313
20250207 09:11:54,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 210.9 V. Output voltage: 210.7 V. Output current: -0.7 A. Cell max voltage: 3297 mV. Cell min voltage: 3295 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001827643d083b08f9ffe10cdf0c1312
20250207 09:40:03,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 210.6 V. Output voltage: 209.5 V. Output current: 0.0 A. Cell max voltage: 3292 mV. Cell min voltage: 3291 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001828643a082f080000dc0cdb0c1312
20250207 09:40:09,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 210.6 V. Output voltage: 211.5 V. Output current: 0.0 A. Cell max voltage: 3294 mV. Cell min voltage: 3288 mV. Cell max temp: 19 °C. Cell min temp: 19 °C.",00000000000000001828643a0843080000de0cd80c1313
20250207 10:41:49,BMS 2,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 210.5 V. Output voltage: 209.5 V. Output current: 0.0 A. Cell max voltage: 3290 mV. Cell min voltage: 3289 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018286439082f080000da0cd90c1312
20250207 10:42:03,BMS 1,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 210.5 V. Output voltage: 211.1 V. Output current: 0.0 A. Cell max voltage: 3291 mV. Cell min voltage: 3285 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018276439083f080000db0cd50c1312
20250207 10:42:09,BMU,118,System timing,Status: Active. Environment min temp: 21 °C. Environment max temp: 27 °C. SOC: 40 %. SOH: 100 %. Battery temp: 18 °C. Battery voltage: 210.5 V. Cell max voltage: 3291 mV. Cell min voltage: 3285 mV. Battery max temp: 23 °C. Battery min temp: 18 °C.,03151b28641208390cdb0cd500170012000000000000ff
20250207 10:47:08,BMU,36,Functional safety info,Running time: 950700 s. Cells: 64. Temperature sensors: 32. Cell max voltage: 3291 mV. Cell min voltage: 3285 mV. Cell max temp: 19 °C. Cell min temp: 18 °C. Output current: 0.0 A. Output voltage: 211.5 V. Accumulated voltage: 210.5 V. BMS address: 1. Module type: HVM. Modules: 4.,000e81ac40200cdb0cd513120000084308390101040000
20250207 10:47:08,BMS 2,111,Time calibrated,Date time set to 2025-02-07 10:47:09.,1902070a2f09ffffffffffffffffffffffffffffffffff
20250207 10:47:09,BMS 1,111,Time calibrated,Date time set to 2025-02-07 10:47:08.,1902070a2f08ffffffffffffffffffffffffffffffffff
20250208 09:26:34,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 38 %. SOH: 100 %. Battery voltage: 210.4 V. Output voltage: 211.1 V. Output current: -0.4 A. Cell max voltage: 3290 mV. Cell min voltage: 3279 mV. Cell max temp: 18 °C. Cell min temp: 17 °C.",000000000000000018266438083f08fcffda0ccf0c1211
20250208 09:27:57,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 38 %. SOH: 100 %. Battery voltage: 210.7 V. Output voltage: 209.9 V. Output current: -0.4 A. Cell max voltage: 3294 mV. Cell min voltage: 3291 mV. Cell max temp: 18 °C. Cell min temp: 17 °C.",00000000000000001826643b083308fcffde0cdb0c1211
20250208 09:49:59,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 210.9 V. Output voltage: 211.1 V. Output current: 0.0 A. Cell max voltage: 3297 mV. Cell min voltage: 3296 mV. Cell max temp: 18 °C. Cell min temp: 17 °C.",00000000000000001827643d083f080000e10ce00c1211
20250208 09:50:10,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 38 %. SOH: 100 %. Battery voltage: 210.9 V. Output voltage: 211.5 V. Output current: 0.0 A. Cell max voltage: 3298 mV. Cell min voltage: 3290 mV. Cell max temp: 18 °C. Cell min temp: 17 °C.",00000000000000001826643d0843080000e20cda0c1211
20250208 10:41:58,BMS 2,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 210.5 V. Output voltage: 209.5 V. Output current: 0.0 A. Cell max voltage: 3290 mV. Cell min voltage: 3289 mV. Cell max temp: 18 °C. Cell min temp: 17 °C.",000000000000000018276439082f080000da0cd90c1211
20250208 10:42:12,BMS 1,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 38 %. SOH: 100 %. Battery voltage: 210.5 V. Output voltage: 211.5 V. Output current: 0.0 A. Cell max voltage: 3292 mV. Cell min voltage: 3281 mV. Cell max temp: 19 °C. Cell min temp: 17 °C.",0000000000000000182664390843080000dc0cd10c1311
20250208 10:42:20,BMU,118,System timing,Status: Active. Environment min temp: 20 °C. Environment max temp: 25 °C. SOC: 38 %. SOH: 100 %. Battery temp: 17 °C. Battery voltage: 210.5 V. Cell max voltage: 3292 mV. Cell min voltage: 3281 mV. Battery max temp: 19 °C. Battery min temp: 17 °C.,03141926641108390cdc0cd100130011000000000000ff
20250208 10:47:19,BMS 2,111,Time calibrated,Date time set to 2025-02-08 10:47:20.,1902080a2f14ffffffffffffffffffffffffffffffffff
20250208 10:47:20,BMU,36,Functional safety info,Running time: 1037100 s. Cells: 64. Temperature sensors: 32. Cell max voltage: 3291 mV. Cell min voltage: 3281 mV. Cell max temp: 18 °C. Cell min temp: 17 °C. Output current: 0.0 A. Output voltage: 212.7 V. Accumulated voltage: 210.5 V. BMS address: 1. Module type: HVM. Modules: 4.,000fd32c40200cdb0cd112110000084f08390101040000
20250208 10:47:20,BMS 1,111,Time calibrated,Date time set to 2025-02-08 10:47:21.,1902080a2f15ffffffffffffffffffffffffffffffffff
20250208 11:07:55,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 211.5 V. Output voltage: 211.9 V. Output current: -0.7 A. Cell max voltage: 3307 mV. Cell min voltage: 3300 mV. Cell max temp: 19 °C. Cell min temp: 17 °C.",000000000000000018276443084708f9ffeb0ce40c1311
20250208 11:07:57,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 211.5 V. Output voltage: 210.7 V. Output current: -0.7 A. Cell max voltage: 3307 mV. Cell min voltage: 3304 mV. Cell max temp: 18 °C. Cell min temp: 17 °C.",000000000000000018276443083b08f9ffeb0ce80c1211
20250208 11:47:15,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 211.8 V. Output voltage: 211.1 V. Output current: 0.0 A. Cell max voltage: 3312 mV. Cell min voltage: 3310 mV. Cell max temp: 18 °C. Cell min temp: 17 °C.",000000000000000018286446083f080000f00cee0c1211
20250208 11:47:20,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 211.8 V. Output voltage: 212.7 V. Output current: 0.0 A. Cell max voltage: 3312 mV. Cell min voltage: 3307 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018286446084f080000f00ceb0c1312
20250208 11:54:00,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 212.0 V. Output voltage: 212.7 V. Output current: -0.5 A. Cell max voltage: 3316 mV. Cell min voltage: 3310 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018286448084f08fbfff40cee0c1312
20250208 11:54:00,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 212.0 V. Output voltage: 212.7 V. Output current: -0.5 A. Cell max voltage: 3315 mV. Cell min voltage: 3312 mV. Cell max temp: 18 °C. Cell min temp: 17 °C.",000000000000000018286448084f08fbfff30cf00c1211
20250208 12:37:30,BMS 1,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 42 %. SOH: 100 %. Battery voltage: 209.6 V. Output voltage: 210.3 V. Output current: 1.9 A. Cell max voltage: 3285 mV. Cell min voltage: 3272 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000182a64300837081300d50cc80c1312
20250208 12:37:30,BMS 2,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 41 %. SOH: 100 %. Battery voltage: 209.6 V. Output voltage: 208.7 V. Output current: 1.5 A. Cell max voltage: 3277 mV. Cell min voltage: 3274 mV. Cell max temp: 18 °C. Cell min temp: 18 °C.",0000000000000000182964300827080f00cd0cca0c1212
20250208 12:57:03,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 42 %. SOH: 100 %. Battery voltage: 212.0 V. Output voltage: 213.1 V. Output current: -1.0 A. Cell max voltage: 3317 mV. Cell min voltage: 3308 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000182a6448085308f6fff50cec0c1312
20250208 12:57:03,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 42 %. SOH: 100 %. Battery voltage: 212.0 V. Output voltage: 212.3 V. Output current: -0.8 A. Cell max voltage: 3315 mV. Cell min voltage: 3312 mV. Cell max temp: 18 °C. Cell min temp: 18 °C.",0000000000000000182a6448084b08f8fff30cf00c1212
20250208 13:27:51,BMS 2,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 42 %. SOH: 100 %. Battery voltage: 210.5 V. Output voltage: 210.3 V. Output current: 0.4 A. Cell max voltage: 3291 mV. Cell min voltage: 3290 mV. Cell max temp: 18 °C. Cell min temp: 18 °C.",0000000000000000182a64390837080400db0cda0c1212
20250208 13:31:59,BMS 1,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 42 %. SOH: 100 %. Battery voltage: 210.2 V. Output voltage: 211.1 V. Output current: 0.8 A. Cell max voltage: 3291 mV. Cell min voltage: 3283 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000182a6436083f080800db0cd30c1312
20250208 14:25:06,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 41 %. SOH: 100 %. Battery voltage: 210.9 V. Output voltage: 211.5 V. Output current: -0.9 A. Cell max voltage: 3296 mV. Cell min voltage: 3293 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001829643d084308f7ffe00cdd0c1312
20250208 14:32:35,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 41 %. SOH: 100 %. Battery voltage: 212.6 V. Output voltage: 211.9 V. Output current: -2.2 A. Cell max voltage: 3326 mV. Cell min voltage: 3321 mV. Cell max temp: 18 °C. Cell min temp: 18 °C.",00000000000000001829644e084708eafffe0cf90c1212
20250208 14:52:00,BMS 1,17,Start balancing,"Balancing cells: 33,39,54. Cell min voltage: 3341 mV.",0000000082004000000000000000000000000000000d0d
20250208 16:21:25,BMS 1,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 50 %. SOH: 100 %. Battery voltage: 211.1 V. Output voltage: 211.5 V. Output current: 0.8 A. Cell max voltage: 3301 mV. Cell min voltage: 3295 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001832643f0843080800e50cdf0c1312
20250208 16:21:25,BMS 2,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 49 %. SOH: 100 %. Battery voltage: 211.1 V. Output voltage: 210.3 V. Output current: 0.8 A. Cell max voltage: 3300 mV. Cell min voltage: 3298 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001831643f0837080800e40ce20c1312
20250208 18:08:35,BMS 2,7,Stop discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 209.2 V. Output voltage: 208.7 V. Output current: 0.0 A. Cell max voltage: 3271 mV. Cell min voltage: 3268 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001827642c0827080000c70cc40c1312
20250208 18:08:41,BMS 1,7,Stop discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 209.2 V. Output voltage: 209.9 V. Output current: 0.0 A. Cell max voltage: 3275 mV. Cell min voltage: 3256 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001828642c0833080000cb0cb80c1312
20250208 19:51:45,BMS 1,18,Stop balancing,Cell min voltage: 3264 mV.,000000000000000000000000000000000000000000c00c
20250208 19:53:54,BMS 1,17,Start balancing,"Balancing cells: 48,55. Cell min voltage: 3264 mV.",000000000000810000000000000000000000000000c00c
20250208 20:09:03,BMS 1,18,Stop balancing,Cell min voltage: 3265 mV.,000000000000000000000000000000000000000000c10c
20250209 10:42:10,BMS 2,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 38 %. SOH: 100 %. Battery voltage: 210.1 V. Output voltage: 210.7 V. Output current: 0.0 A. Cell max voltage: 3284 mV. Cell min voltage: 3282 mV. Cell max temp: 18 °C. Cell min temp: 17 °C.",000000000000000018266435083b080000d40cd20c1211
20250209 10:42:24,BMS 1,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 210.1 V. Output voltage: 211.1 V. Output current: 0.0 A. Cell max voltage: 3285 mV. Cell min voltage: 3267 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018276435083f080000d50cc30c1312
20250209 10:42:32,BMU,118,System timing,Status: Active. Environment min temp: 21 °C. Environment max temp: 26 °C. SOC: 38 %. SOH: 100 %. Battery temp: 17 °C. Battery voltage: 210.1 V. Cell max voltage: 3285 mV. Cell min voltage: 3267 mV. Battery max temp: 19 °C. Battery min temp: 17 °C.,03151a26641108350cd50cc300130011000000000000ff
20250209 10:47:31,BMU,36,Functional safety info,Running time: 1123500 s. Cells: 64. Temperature sensors: 32. Cell max voltage: 3288 mV. Cell min voltage: 3270 mV. Cell max temp: 18 °C. Cell min temp: 17 °C. Output current: -0.4 A. Output voltage: 213.5 V. Accumulated voltage: 210.3 V. BMS address: 1. Module type: HVM. Modules: 4.,001124ac40200cd80cc61211fffc085708370101040000
20250209 10:47:31,BMS 2,111,Time calibrated,Date time set to 2025-02-09 10:47:31.,1902090a2f1fffffffffffffffffffffffffffffffffff
20250209 10:47:32,BMS 1,111,Time calibrated,Date time set to 2025-02-09 10:47:31.,1902090a2f1fffffffffffffffffffffffffffffffffff
20250209 13:21:26,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 211.0 V. Output voltage: 211.5 V. Output current: -1.3 A. Cell max voltage: 3299 mV. Cell min voltage: 3283 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001827643e084308f3ffe30cd30c1312
20250209 13:22:09,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 38 %. SOH: 100 %. Battery voltage: 211.2 V. Output voltage: 210.3 V. Output current: -1.0 A. Cell max voltage: 3303 mV. Cell min voltage: 3299 mV. Cell max temp: 18 °C. Cell min temp: 17 °C.",000000000000000018266440083708f6ffe70ce30c1211
20250209 13:49:51,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 211.0 V. Output voltage: 210.3 V. Output current: 0.0 A. Cell max voltage: 3299 mV. Cell min voltage: 3297 mV. Cell max temp: 18 °C. Cell min temp: 17 °C.",00000000000000001827643e0837080000e30ce10c1211
20250209 13:49:58,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 211.0 V. Output voltage: 211.9 V. Output current: 0.0 A. Cell max voltage: 3300 mV. Cell min voltage: 3284 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001827643e0847080000e40cd40c1312
20250210 05:06:47,BMS 1,17,Start balancing,"Balancing cells: 9,14,21,23,29,61. Cell min voltage: 3264 mV.",0042a0200000002000000000000000000000000000c00c
20250210 05:21:56,BMS 1,18,Stop balancing,Cell min voltage: 3264 mV.,000000000000000000000000000000000000000000c00c
20250210 05:25:25,BMS 1,17,Start balancing,"Balancing cells: 20,22. Cell min voltage: 3263 mV.",000050000000000000000000000000000000000000bf0c
20250210 05:40:35,BMS 1,18,Stop balancing,Cell min voltage: 3263 mV.,000000000000000000000000000000000000000000bf0c
20250210 06:52:18,BMS 1,17,Start balancing,Balancing cells: 22. Cell min voltage: 3263 mV.,000040000000000000000000000000000000000000bf0c
20250210 07:07:27,BMS 1,18,Stop balancing,Cell min voltage: 3263 mV.,000000000000000000000000000000000000000000bf0c
20250210 07:58:26,BMS 1,17,Start balancing,"Balancing cells: 21,23. Cell min voltage: 3264 mV.",0000a0000000000000000000000000000000000000c00c
20250210 08:13:36,BMS 1,18,Stop balancing,Cell min voltage: 3264 mV.,000000000000000000000000000000000000000000c00c
20250210 08:29:52,BMS 1,17,Start balancing,"Balancing cells: 30,61. Cell min voltage: 3264 mV.",000000400000002000000000000000000000000000c00c
20250210 08:45:01,BMS 1,18,Stop balancing,Cell min voltage: 3264 mV.,000000000000000000000000000000000000000000c00c
20250210 08:47:10,BMS 1,17,Start balancing,"Balancing cells: 9,14,22,29,31. Cell min voltage: 3264 mV.",004240a00000000000000000000000000000000000c00c
20250210 08:50:43,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 38 %. SOH: 100 %. Battery voltage: 210.8 V. Output voltage: 211.9 V. Output current: -1.2 A. Cell max voltage: 3297 mV. Cell min voltage: 3280 mV. Cell max temp: 18 °C. Cell min temp: 17 °C.",00000000000000001826643c084708f4ffe10cd00c1211
20250210 08:51:41,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 38 %. SOH: 100 %. Battery voltage: 211.1 V. Output voltage: 210.7 V. Output current: -1.0 A. Cell max voltage: 3302 mV. Cell min voltage: 3297 mV. Cell max temp: 18 °C. Cell min temp: 17 °C.",00000000000000001826643f083b08f6ffe60ce10c1211
20250210 09:02:19,BMS 1,18,Stop balancing,Cell min voltage: 3304 mV.,000000000000000000000000000000000000000000e80c
